logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
NUFIP2	0.213125770990585	0.00940093942816808	0.416850602553002	7.29003210015452	2.06723624304658	0.0404459599399026	0.0655902546886686	-5.57434791112851
BREA2	-0.498012237268993	-0.974124251825858	-0.0219002227121288	-2.42023964760085	-2.06694530237821	0.0404737637609485	0.0656290208446244	-4.4906133003669
PNPLA8	0.190619914303984	0.00831127792521741	0.372928550682751	5.42135034627052	2.06613710816176	0.0405510849572964	0.0657480652173156	-5.49366614666519
FCHO1	-0.701595086949629	-1.37263796094166	-0.0305522129575939	1.40983014242966	-2.06601933128586	0.040562363407186	0.06576001764742	-4.87543111906756
HNRNPAB	-0.220296388315657	-0.431005393916297	-0.00958738271501702	7.51012158827456	-2.06596228978628	0.0405678267326185	0.0657625411585292	-5.5783765065332
ZC3H12D	-0.663994069414784	-1.29950469836995	-0.0284834404596154	-1.20559990202317	-2.06461696833865	0.040696861842221	0.0659653611353014	-4.58368507302848
SLC8A1	0.457353953166503	0.0195858910193741	0.895122015313633	3.1208933845936	2.06446000572098	0.0407119396149241	0.0659834469033331	-5.12079133005554
SYNPO	0.364646366571955	0.0156022503492437	0.713690482794667	6.12626949178453	2.06438017344915	0.0407196101089543	0.0659854671143462	-5.54744121521918
B3GALT2	-0.575120774181195	-1.12563758632367	-0.0246039620387176	-2.15320767236899	-2.06436543760751	0.0407210261025265	0.0659854671143462	-4.51030957399536
PIGZ	-0.412324606676963	-0.807025525719786	-0.0176236876341406	2.2442161477986	-2.06428295332791	0.0407289529440055	0.0659919592748527	-4.99386709983149
TMEM170B	0.410899329086496	0.0175512521184337	0.804247406054558	3.13368311420724	2.06422251799033	0.040734761693367	0.0659950186318043	-5.15973973939512
PTGES2	-0.257647515477806	-0.504296077439929	-0.0109989535156821	4.99688119221713	-2.06417009388165	0.0407398010169965	0.0659968309613224	-5.47041043960563
CNNM2	0.327387564872742	0.0139124369703309	0.640862692775154	2.90444417097813	2.06375054924909	0.0407801494250298	0.0660558367274372	-5.11864760412332
TEAD1	0.319247313076064	0.0135082925708162	0.624986333581311	6.14922229044556	2.06335754942361	0.0408179759950823	0.0661043999218798	-5.5533393357295
MNT	0.191953534662557	0.00812211064283286	0.375784958682281	4.79155775491886	2.06335746128207	0.0408179844821493	0.0661043999218798	-5.43465888505372
CCL5	-0.70062354705754	-1.37163895465895	-0.0296081394561312	4.73410306385716	-2.06324284345955	0.0408290222035947	0.0661159144543636	-5.40462734528559
PCDHGC4	-0.763787113028243	-1.49572125505159	-0.0318529710048924	-2.58933431775375	-2.06204638849797	0.0409443937001407	0.0662963619809993	-4.49145927974874
FOLH1B	-0.839558439474321	-1.64436047639911	-0.0347564025495368	-4.04130530045271	-2.06138909959502	0.0410078932808138	0.0663927928821717	-4.37471275651699
GGT7	0.391213386554655	0.0161205727193843	0.766306200389925	3.89051380009147	2.06097666072824	0.0410477813304475	0.0664509812594174	-5.31427840142647
LEAP2	0.51516241423988	0.021188406568036	1.00913642191172	-2.23354586749961	2.06081109010114	0.0410638034399184	0.0664705263298535	-4.51528655200644
KIF22	-0.272514105912357	-0.533847156459556	-0.0111810553651581	6.26405024839291	-2.06059555978139	0.0410846681183295	0.0664979056188308	-5.57191084087784
OLR1	0.569239878700291	0.0232446200523717	1.11523513734821	3.79949776851897	2.06017710526007	0.0411252030311542	0.0665571139912911	-5.23033372454577
KAZALD1	0.727747709722155	0.0296835265320563	1.42581189291225	2.54384452262485	2.06007770660965	0.0411348366224475	0.0665663050245779	-5.05539867371585
ZNF250	-0.268962906550072	-0.527085471717921	-0.0108403413822236	4.08100469942579	-2.05903878573925	0.0412356431418158	0.0667230203793315	-5.3454616077675
ACSL1	-0.440578795949558	-0.863413478766058	-0.0177441131330583	6.35903304980272	-2.05897512247994	0.0412418272566667	0.066726612669307	-5.57785665827587
NTN1	-0.691224837960217	-1.35470280318116	-0.0277468727392731	3.83897980098204	-2.05868993746024	0.0412695392683195	0.0667650316678156	-5.30432201180564
WWC3	0.27743324319976	0.0110908726751568	0.543775613724363	6.23646549769315	2.05833637281509	0.0413039179859908	0.0668142275089548	-5.56098136509601
FIS1	0.262844480896351	0.0104918021776138	0.515197159615089	6.10983644157326	2.0582070130448	0.0413165023524536	0.0668281622080188	-5.56430934396002
ZNF853	0.533688268385547	0.0212676537486142	1.04610888302248	3.31715669833133	2.05806541044755	0.041330281485042	0.0668440265409023	-5.1979024314899
CPNE3	0.322425122979205	0.0128163191044074	0.632033926854002	7.70954306319892	2.05784984799282	0.0413512650860984	0.0668715385910552	-5.59267357306434
MRPL21	-0.329729483103942	-0.646419320451435	-0.0130396457564497	4.79720820988402	-2.05741435308661	0.0413936854856402	0.0669304719005464	-5.45967693294396
AQP6	-0.8185429792025	-1.60472319344315	-0.0323627649618451	-2.71773812872953	-2.05739409280452	0.0413956598916764	0.0669304719005464	-4.49190121891711
CHSY3	0.440958256234578	0.0173591576558611	0.864557354813294	2.22954461171902	2.05702969759246	0.0414311847094543	0.0669814763939919	-5.00850056006108
ARHGAP10	-0.384288791841759	-0.75346510567427	-0.0151124780092483	3.33532971939667	-2.05694177925115	0.041439759755298	0.0669889057870864	-5.20788031247485
SPSB3	0.295307114960876	0.0114560783826949	0.579158151539056	5.2699685136488	2.05580319498405	0.0415509478792033	0.0671621956645505	-5.50497920054923
MPG	0.308727922885107	0.0119571744539128	0.605498671316302	5.32106388019292	2.05566778289771	0.041564188470197	0.0671771468573045	-5.50730742688838
C2orf64	0.173490732414415	0.00669921970975043	0.340282245119081	4.73847806838229	2.05541936284019	0.0415884883608807	0.0672099677974947	-5.44449578825112
FXYD1	1.0186147001308	0.039254575676591	1.997974824585	-0.763763881336301	2.05525461720275	0.0416046101079229	0.0672295672407282	-4.6443977752798
TMEM151A	-0.934604775290035	-1.83365751423893	-0.0355520363411382	-3.27913516434731	-2.05419154679317	0.0417087690656991	0.0673914100290759	-4.46529791482729
LOC653653	0.426379814675703	0.0162040724398964	0.836555556911509	1.93979133340024	2.05411509612909	0.0417162682399124	0.0673970576142092	-4.94534716809881
NDUFB3	-0.218176640503763	-0.428073168807877	-0.00828011219964822	5.16418880811514	-2.05400314984698	0.0417272513192087	0.0674083321934972	-5.49568203325204
ATRN	0.252058927169521	0.00951826368870182	0.494599590650339	6.66240328244209	2.05359894551487	0.0417669284972158	0.0674659540728945	-5.59211695112251
MARCH3	-0.493717656505281	-0.968860877735691	-0.0185744352748715	2.67186394989135	-2.05329917053264	0.0417963755963624	0.0675033683310319	-5.08520612987437
YIPF6	0.265564189753755	0.00998874407783384	0.521139635429677	4.47993629630229	2.05328150613539	0.0417981113357302	0.0675033683310319	-5.40283333979386
DPF2	-0.173989371721349	-0.341447242112933	-0.00653150132976577	6.02182315265179	-2.05312441021749	0.0418135506096052	0.0675169459715908	-5.57366719190622
MUS81	-0.206496337135046	-0.405241847540547	-0.00775082672954414	4.61410201910318	-2.05311433877391	0.0418145405901404	0.0675169459715908	-5.43657982733698
SOCS4	0.202973435475255	0.00757441973365375	0.398372451216856	4.96889464181723	2.05265017804713	0.0418601873865816	0.0675841678763024	-5.47556506016785
VNN2	-0.700468509893764	-1.37484307104357	-0.0260939487439611	0.107888770305613	-2.05251125414557	0.0418738578124192	0.0675997553041577	-4.72282690861119
ARHGAP36	1.59000168765236	0.0591189138469068	3.12088446145782	-3.21252044548077	2.05236102923898	0.0418886445776785	0.0676171417506773	-4.45084864260477
UCN2	-0.730286226510868	-1.4336526291584	-0.0269198238633379	-2.39172563257109	-2.05167988452843	0.0419557462514624	0.0677189641049828	-4.52975122666525
ZCCHC3	0.226096413847386	0.00829346727929109	0.44389936041548	4.77051650586179	2.05129458513406	0.0419937439622401	0.0677737959843132	-5.45188331329414
KIAA1539	0.237518486503701	0.00870712546383667	0.466329847543565	4.44490310391154	2.05124692617715	0.0419984460685646	0.0677748866524923	-5.40368737466514
GALM	0.465251325287307	0.0169243523591155	0.913578298215498	4.00570768450875	2.05064678301197	0.0420576956477139	0.0678639945205107	-5.33507453394002
PHRF1	0.263214884138771	0.00953559314926944	0.516894175128272	5.70311425105039	2.05032892792784	0.0420891050572802	0.0679081669154795	-5.55626521284718
PFKFB2	-0.403811505741159	-0.793029722610885	-0.0145932888714336	4.78702852376664	-2.05014057445759	0.042107726995777	0.0679215465796463	-5.46364150900203
DIP2C	0.263635342642223	0.00952565177353498	0.517745033510911	5.3249517324637	2.05012581111468	0.0421091869004482	0.0679215465796463	-5.51422042526219
C4orf49	0.543755398541898	0.0196461113474735	1.06786468573632	-2.05101534070423	2.05012261694243	0.0421095027686799	0.0679215465796463	-4.53283352997666
ANKRD36	-0.372714963418185	-0.732082954467632	-0.0133469723687369	2.85647594342619	-2.04944160019991	0.0421768940358821	0.0680237287827924	-5.15215624137132
SURF2	-0.304311380737614	-0.597779309847708	-0.0108434516275196	3.44593812327798	-2.04906463384076	0.0422142370530414	0.0680774336380384	-5.25286060078448
OTOF	-0.74171012557933	-1.45704584326328	-0.0263744078953795	-2.02736764801558	-2.04890776274911	0.0422297853306743	0.0680959839516468	-4.54993657413514
KIAA1107	0.380378625873253	0.0134173415604701	0.747339910186036	2.41751036963518	2.04830190344196	0.0422898810314558	0.0681863570308903	-5.0578935326254
C2orf74	-0.550211660676516	-1.08114234149397	-0.0192809798590625	2.88601850701642	-2.04781197399431	0.0423385309773896	0.0682582599312708	-5.1443120629941
LOC400696	1.1055655473601	0.0383908577301526	2.17274023699005	-1.89213332544192	2.0471378606015	0.0424055485328658	0.0683597585188403	-4.55370860341211
LDLRAD3	0.515403562072592	0.0178525709119127	1.01295455323327	5.78323928563399	2.0469532805664	0.0424239145123766	0.0683828165265571	-5.54145269613517
MBLAC1	-0.39312532483473	-0.772645694059356	-0.0136049556101051	0.668023126405216	-2.0468878224443	0.0424304293220547	0.0683867691285088	-4.81049225291419
ZNF876P	0.464574575639182	0.0160545121751876	0.913094639103177	-0.034915318922269	2.04678240251445	0.042440923182397	0.0683971335499558	-4.74611509856739
ING3	-0.236605204604409	-0.465042828768822	-0.00816758043999544	3.30764670408679	-2.04670273238854	0.0424488552902006	0.0684033679015841	-5.2225168176505
FAM113B	0.530110056463797	0.0180765615244338	1.04214355140316	3.33189225191841	2.04581228439289	0.0425375961902127	0.0685398063242894	-5.22065345481603
DDX17	0.172958076342436	0.00587854785267017	0.340037604832202	8.89513092183919	2.0455764532606	0.0425611253442929	0.0685711545674276	-5.60038963545617
LZIC	0.209789726795293	0.00709505267568503	0.412484400914901	4.33413125619655	2.04521980823355	0.0425967293646136	0.0686219490280928	-5.39442941818044
EVC2	-0.591588465304577	-1.16333481955555	-0.0198421110536019	1.73235958161638	-2.04462847158255	0.0426558188095032	0.0687105644038629	-4.93805240688298
MAMDC4	0.564798780567381	0.0189199063965551	1.11067765473821	0.777924211588825	2.04453982124988	0.0426646832453665	0.0687182674451492	-4.82938008865548
RABGEF1	-0.137582748812954	-0.270564841830692	-0.00460065579521604	5.61850144208026	-2.04441438701779	0.0426772285114336	0.0687318970085115	-5.56251302297592
TMEM208	-0.283238546076801	-0.557043702955732	-0.00943338919786929	4.9225240922258	-2.04413155978177	0.0427055269519736	0.0687708921058616	-5.49354424022942
RNASE1	-0.444804080694221	-0.874870780328332	-0.0147373810601094	6.36996136801857	-2.043765469381	0.0427421801324439	0.0688233325205116	-5.60328049136973
DNTTIP1	-0.264332171888538	-0.519928118436077	-0.00873622534099838	4.80894853470206	-2.04359190028701	0.0427595673561134	0.0688447438838313	-5.48623533681034
ERCC2	0.223331318417185	0.00736404535595908	0.439298591478412	4.29982064195732	2.0434301436614	0.0427757767074116	0.0688611258875213	-5.39994347880297
RABL2B	0.240885534898585	0.00794042945204773	0.473830640345123	4.35902044267628	2.04340872005295	0.0427779239235912	0.0688611258875213	-5.4115141495826
MUTED	0.199673835393547	0.0065670561205502	0.392780614666544	4.10950423227117	2.04325114051845	0.0427937204187628	0.0688799670882611	-5.36794311572263
SLC30A6	-0.293772583574291	-0.577944716286993	-0.00960045086158889	4.18146979960682	-2.04280958285485	0.0428380107226528	0.0689446633994086	-5.38416405664155
MSH5	-0.387831351057533	-0.763128066132482	-0.0125346359825845	3.01007356173496	-2.04204947740329	0.0429143445541263	0.0690609141376298	-5.18259653738272
USP37	0.224121812885559	0.00720584195791596	0.441037783813202	5.17344752730973	2.0416942614664	0.0429500570298067	0.0691117780310425	-5.51961695287638
SIGLEC10	-0.511382761558923	-1.00653335757469	-0.0162321655431572	2.68484870249575	-2.04083027581461	0.0430370258087908	0.0692451018389768	-5.06945183709987
SRPK2	0.24707026127957	0.00780015670605558	0.486340365853085	6.17991660779424	2.04046967879941	0.0430733679418637	0.0692969514064218	-5.59829906401575
PLEK2	-0.417497860398851	-0.822012213235757	-0.0129835075619447	2.78532340505939	-2.03947520115875	0.0431737304011472	0.0694517778901483	-5.12700038292197
CASP4	-0.301242812032876	-0.593185362436669	-0.00930026162908298	4.91509646536123	-2.03900084507955	0.0432216725820487	0.0695222565287745	-5.48021967682211
PITX1	-0.917917433623742	-1.80772395012775	-0.0281109171197332	3.83228058334577	-2.03847855412878	0.0432745119942609	0.0696005981654303	-5.3467106611697
DLL4	0.338623461577526	0.0102575532678787	0.666989369887173	3.55603371546671	2.03777905499597	0.04334536565864	0.0697078953025591	-5.26817869685729
KIAA0195	0.244009559524166	0.00737498366036643	0.480644135387965	6.38980752568405	2.03763667857521	0.0433597993710123	0.0697244461991068	-5.61627810983119
SEPN1	0.206087706253019	0.00621668085362151	0.405958731652416	7.52383105969662	2.03751284597402	0.043372356499281	0.0697379765930268	-5.63369907192501
ORC5L	-0.156505221966871	-0.308293525468429	-0.00471691846531228	4.59261622110281	-2.03745786544649	0.0433779327426495	0.0697402809796579	-5.4644961526041
SOX30	-0.652598015380222	-1.285790930891	-0.0194050998694493	-3.08549800248128	-2.03660971963507	0.0434640310614045	0.0698720308334087	-4.48782640314107
CST6	-0.996168117658366	-1.96310970973702	-0.0292265255797078	0.556228819332829	-2.03577842345472	0.0435485603778982	0.0700012334645874	-4.83293158759115
OTUD1	0.241786914901218	0.00706464332795964	0.476509186474477	4.1803490650652	2.03552576948826	0.0435742789589546	0.0700358863473773	-5.39426110573596
NAP1L6	0.870922417652883	0.025305125458423	1.71653970984734	-4.04807282881892	2.03518421047302	0.0436090681139793	0.0700851101358233	-4.41734011571323
PLEKHN1	-0.510524348016346	-1.00629513566902	-0.0147535603636707	1.5145739718988	-2.0348557917759	0.0436425412189498	0.0701322096743277	-4.94668191941045
CGNL1	0.580306178216558	0.0167095623539721	1.14390279407914	5.09862273854552	2.03463695389902	0.0436648577897112	0.0701613737279695	-5.50677644579827
EDN3	-1.34520443235	-2.65195294222564	-0.0384559224743697	-2.27778631924232	-2.034203450099	0.0437090942297329	0.0702257500400014	-4.597234174111
MBNL2	-0.339825684465294	-0.669975101025798	-0.00967626790479087	5.93566323343462	-2.03396641088189	0.0437332988110252	0.0702579327052861	-5.59446434965493
THY1	0.401208713397869	0.0114000634782426	0.791017363317496	7.33169029515253	2.03384098565043	0.0437461108745718	0.0702718087939371	-5.63968202450773
C2orf29	-0.17148377967203	-0.338132682032523	-0.00483487731153759	5.90144812913562	-2.03338071448516	0.043793154556062	0.0703406651376136	-5.60556218465969
SAPS3	0.22668837527887	0.00630712983425574	0.447069620723485	6.98238361602082	2.03260377212318	0.0438726626626525	0.0704616478008233	-5.64202959058598
TMEM139	-0.986740376134908	-1.94611967175946	-0.027361080510353	2.21599965245474	-2.03240693475462	0.0438928254769277	0.0704873050231944	-5.06120450111943
CAPN3	-0.564593656563036	-1.11362021541992	-0.0155670977061526	1.18114101021798	-2.03207976438585	0.0439263562900737	0.0705300392272768	-4.89277247001166
CCDC154	0.669594839670916	0.0184576497982614	1.32073202954357	-2.27855143740799	2.03206552376421	0.04392781626916	0.0705300392272768	-4.55929679494391
LOC646851	0.37692098704409	0.0103469197725975	0.743495054315582	2.07164493927603	2.03182683552397	0.0439522932603027	0.0705626087220482	-5.03856528602701
AGPHD1	0.358939410558632	0.00981833845171531	0.708060482665548	0.997907641056732	2.03162333850332	0.0439731706483334	0.070589393622296	-4.87369627295407
ITGAL	0.588376483347075	0.016078080427014	1.16067488626714	4.45995587006323	2.03156575118589	0.0439790802441517	0.0705921481596077	-5.41098110484313
KDSR	0.220210421470572	0.00600654707481613	0.434414295866328	6.4113159194175	2.03146178406766	0.0439897510384342	0.0706025437862283	-5.62928467585643
MYOC	0.989682096410342	0.0269155865427642	1.95244860627792	-4.22003411649165	2.03129429848057	0.0440069457729732	0.0706234072072131	-4.41664891276495
MESDC2	0.170798904594707	0.00463030578435536	0.336967503405059	6.30111027361059	2.03111369178816	0.0440254939944439	0.0706397122286904	-5.62608611004722
PARP16	0.181588749830842	0.00492281111721327	0.35825468854447	3.95150525114682	2.03111364518301	0.0440254987816308	0.0706397122286904	-5.36300397853234
TMEM132E	-0.845447717276602	-1.66844289534616	-0.0224525392070442	-1.65730639548033	-2.02996044572486	0.0441440890771428	0.0708232416541694	-4.6345788387472
SIK1	-0.532749349470427	-1.05145475690773	-0.0140439420331258	5.63644679066974	-2.02955237403373	0.0441861186847006	0.0708839164985766	-5.59434551672463
NDST3	-0.772882693249563	-1.52562703387678	-0.020138352622346	-2.56767609472732	-2.02891659297968	0.0442516693488004	0.0709823089525783	-4.55168393935816
ICT1	-0.263345513634905	-0.519920316890979	-0.0067707103788297	4.56915658371674	-2.02819650507974	0.044326012369221	0.0710947847747591	-5.48082839541586
MGAM	1.15027825906948	0.0291934008146386	2.27136311732432	-0.438174571412143	2.02750780648212	0.0443972142876489	0.0712022016105177	-4.72316065906609
PON2	-0.297082237279953	-0.586649744271531	-0.00751473028837385	6.10666279918001	-2.02733243766752	0.0444153605646238	0.071224517898858	-5.62601327315462
TYW3	0.223156278954862	0.00561934175922096	0.440693216150503	4.73689022719024	2.02709551135813	0.044439886538873	0.071257059450262	-5.4979523371993
HERC2	0.25438131737732	0.00634885987599071	0.50241377487865	6.15262103030928	2.02663158248199	0.0444879446399538	0.0713229415707077	-5.62620506028725
C6orf225	0.335103870875621	0.00836119738568747	0.661846544365554	2.95912405018696	2.02661707192447	0.0444894484935799	0.0713229415707077	-5.18256926845173
GLTSCR1	0.228711205414356	0.00566682554892714	0.451755585279785	3.93995640436366	2.0262557892064	0.0445269052933755	0.0713761924391381	-5.37113002506447
HAGHL	0.616461283765552	0.0149306559138105	1.21799191161729	2.58767793624528	2.02509859255936	0.044647061219425	0.0715619864317826	-5.13417022525805
NSD1	0.247949034599555	0.00596979833612715	0.489928270862984	6.91590528183493	2.02480139095585	0.0446779652945993	0.0716047024472998	-5.65509462530495
PLEKHA2	-0.373391928371724	-0.737802677769506	-0.00898117897394191	5.26029534742696	-2.02475209364903	0.044683093165157	0.0716061031272932	-5.56811679991568
NTRK1	0.679835554322148	0.0161543026084551	1.34351680603584	-1.93280103255133	2.02414879724063	0.0447458882576652	0.0716939484652613	-4.60578429810303
PPP1R13B	0.25556893335715	0.00607220906892494	0.505065657645375	5.12786869474362	2.0241436148281	0.0447464280030912	0.0716939484652613	-5.55121600592646
SNW1	0.170439006272294	0.0040279005276968	0.336850112016891	6.34022192885717	2.02388018098533	0.0447738718021309	0.0717310920381906	-5.64305084021075
ZAK	0.32686144061215	0.0076066869556351	0.646116194268666	6.12430201595728	2.02313297361485	0.0448517918061926	0.0718490875022497	-5.63557652949254
TRAF4	-0.324730909605051	-0.641931253049396	-0.00753056616070541	6.33107243617569	-2.02296370358724	0.0448694596012985	0.0718705503348232	-5.64878169177206
LUZP1	-0.260219860540993	-0.514428675913184	-0.00601104516880263	5.48926483325536	-2.02277670477474	0.0448889847554535	0.0718918060489955	-5.589485399847
IFI16	-0.385041133358428	-0.761191938088781	-0.00889032862807548	6.41430240670851	-2.02275480827833	0.0448912715131582	0.0718918060489955	-5.6478640392741
PGAM2	0.605583636334705	0.0138065318329262	1.19736074083648	0.215969597741643	2.02215333200633	0.0449541254213949	0.0719856157932211	-4.80590001069442
WDR16	0.724726722956577	0.0163531135059972	1.43310033240716	-3.52587557467648	2.02166881865555	0.0450048112738752	0.0720599246811701	-4.49722180160693
C16orf63	0.206918730063479	0.00458253898902145	0.409254921137936	5.60431813457254	2.02080470578967	0.0450953285675055	0.0721979898969773	-5.60143105684655
IFIT5	0.368257310430443	0.00814792290081601	0.72836669796007	4.98581837799895	2.02076143243258	0.0450998655991478	0.0721983868407471	-5.53517063888102
PAFAH1B3	0.328584379511327	0.00710811153539281	0.650060647487262	5.82209717371001	2.01974297519863	0.0452067589042806	0.072362625773655	-5.62252511020117
PLEKHM3	-0.323549999835612	-0.640110368454416	-0.0069896312168079	3.61899731627048	-2.01968189075512	0.0452131769417382	0.0723660176343329	-5.32664931526375
LIPH	0.726632326344282	0.0155183573825969	1.43774629530597	2.78286322445156	2.01917339554733	0.045266633778288	0.0724398547891968	-5.13570343236379
POU2AF1	-0.968804519130785	-1.91692444391237	-0.0206845943491984	1.51839085809451	-2.01916120359294	0.0452679161484917	0.0724398547891968	-4.95889303616471
CASP6	0.252759348209337	0.00530626933790213	0.500212427080772	4.74781509057323	2.01842434379719	0.0453454777488779	0.0725570748048348	-5.51265962087071
CCDC9	0.287497531791781	0.00597473380363411	0.569020329779929	4.30094998812224	2.01798837855856	0.0453914205487517	0.0726236842597792	-5.45430143323957
SLC5A9	-0.602171449744782	-1.19187428147548	-0.0124686180140864	-1.82419532033527	-2.0178322462144	0.0454078836903689	0.0726431197643014	-4.6151879333569
ARL8B	0.193526990711555	0.00400327385226071	0.383050707570849	7.1689306211257	2.01779057433489	0.04541227857876	0.0726432467277646	-5.67298004313642
C21orf119	-0.322147550490295	-0.637639831645302	-0.00665526933528837	2.10814695337809	-2.01773536365143	0.0454181018830099	0.072645658399535	-5.05928201480352
EGLN3	0.627077862898382	0.0128968590589723	1.24125886673779	4.86615671134308	2.01754486062391	0.0454381999242705	0.0726708996983605	-5.53223897230893
ARHGEF7	-0.203556200899683	-0.402961465111165	-0.00415093668820146	5.90091878467692	-2.01718545465712	0.045476137817385	0.0727246653885657	-5.63392817754842
DCUN1D3	0.21402491579468	0.00419883198596477	0.423850999603395	3.23368268800433	2.01559359813008	0.0456444941222616	0.0729869639555457	-5.24923736910953
RARS2	-0.200770417854074	-0.39763605735978	-0.00390477834836914	5.12594520212809	-2.0152452742002	0.0456814038562729	0.0730390455084196	-5.5755164859031
KIAA0892	0.171497953479892	0.00331669233473439	0.339679214625049	5.98893306975973	2.01502040124528	0.0457052457438715	0.0730702252451884	-5.64268458285991
ZFP106	0.295703745644301	0.00565153380451427	0.585755957484087	6.40883072093793	2.01455326466734	0.0457548071945909	0.073142513723319	-5.65768129290533
CEBPD	-0.507362192337597	-1.00511540495707	-0.00960897971812291	4.6224952590949	-2.01419790549842	0.0457925401010643	0.0731958814472713	-5.51563395302259
TTC39B	-0.471784704632919	-0.93478153468452	-0.00878787458131841	2.6402010476206	-2.01355709996804	0.0458606493300347	0.0732977886605084	-5.15439404047631
C1orf35	-0.316253070983458	-0.626648755133929	-0.00585738683298709	4.06788905109089	-2.01334030551509	0.0458837112442775	0.073327685500325	-5.42950656211747
TUG1	-0.182573426723855	-0.361781184484072	-0.00336566896363844	7.85377931104134	-2.01316268254974	0.045902613572104	0.0733509297758902	-5.68090906330334
ISCA1	0.183220712375633	0.00331319637773758	0.363128228373528	5.21675173019149	2.01244199100706	0.0459793763092343	0.0734666199727899	-5.58668496976047
MACROD2	0.636011566273254	0.0114790822443871	1.26054405030212	1.69355219162617	2.01237119260494	0.0459869231198332	0.073471704335246	-5.01099142193874
GGTA1	0.512360065818791	0.00914990469282895	1.01557022694475	2.51863364813149	2.01198149111172	0.0460284825204977	0.0735311233052612	-5.10653703353624
NDUFAB1	-0.217720949918888	-0.431708510764722	-0.00373338907305501	5.83061788037214	-2.01052650360715	0.0461839309455258	0.0737724529897547	-5.64754283851779
CAP1	-0.1611266336757	-0.319505869942259	-0.00274739740914073	8.58009740144995	-2.01032928793862	0.0462050354626794	0.0737991613951306	-5.67653797383039
C15orf28	0.58518365805943	0.00996211421392168	1.16040520190494	-2.2029637076813	2.0102735409721	0.0462110025648301	0.0738016893903021	-4.61797356244026
ITGA2B	-0.737681565524775	-1.46319828052821	-0.012164850521341	-1.56364109031064	-2.00918357271961	0.0463278034830826	0.073981208237428	-4.68271740717089
TAS2R4	0.538678041449854	0.00871841323865141	1.06863766966106	-3.00841988648361	2.00855901298277	0.0463948443376223	0.0740812383546951	-4.55566997971784
TIMM10	-0.249164601951207	-0.49430457761143	-0.00402462629098499	4.61522012312153	-2.00849296696558	0.0464019386027373	0.0740855385089517	-5.5224559430752
MAFB	0.356136636023792	0.00568880845105318	0.706584463596531	5.8518229985186	2.00812799440212	0.04644115839127	0.0741411247344697	-5.63920377654801
NBEAL1	0.587705802516643	0.00936648378071359	1.16604512125257	2.94511614957023	2.00805391886787	0.0464491219551904	0.0741468060570621	-5.21472766744972
MGC12982	-0.450454749152771	-0.893754842477108	-0.00715465582843439	1.18783723777507	-2.00794335871284	0.0464610099943581	0.0741535256464095	-4.94449740702049
NFE2	-0.70850243737832	-1.40575525498215	-0.0112496197744899	-0.510223684600875	-2.00793283289675	0.0464621419231676	0.0741535256464095	-4.81079234951807
SEZ6L2	0.734103904326015	0.0115242378121736	1.45668357083986	5.55227484027646	2.00756635203525	0.046501567290927	0.074209412420191	-5.61972725840209
RAB3IL1	-0.371216582436341	-0.736672629450924	-0.00576053542175742	3.70783079902094	-2.00719851170958	0.0465411675070946	0.0742655676032727	-5.35245278492889
RAB8B	0.287207967824211	0.00441359965690424	0.570002335991519	4.94452078573823	2.00689124469	0.0465742686187682	0.0743113425269882	-5.55350814704353
CLTB	-0.318889233771422	-0.632960893467285	-0.00481757407555888	5.635797070781	-2.00636164949758	0.0466313675699787	0.0743953947782629	-5.64048576669678
TTC21B	0.272196617821264	0.00410065197729192	0.540292583665237	4.30960846374069	2.00627543679884	0.0466406683273012	0.0744031813830042	-5.48003799343978
C15orf63	0.310118575056504	0.00463647074429729	0.61560067936871	5.31839953385104	2.00604243972193	0.0466658122976564	0.0744362378855728	-5.60594122504452
RAB11FIP5	0.212306742314647	0.00316324597706952	0.421450238652224	5.80590121007755	2.00593812607558	0.0466770730792253	0.0744471452664961	-5.65010714345856
NLGN4X	0.822039636175269	0.0122036968890469	1.63187557546149	1.44551974067753	2.00582861509339	0.0466888974047036	0.0744589493143889	-4.98218230961365
HAAO	-0.449253930049656	-0.891901725529096	-0.00660613457021514	1.41920516895206	-2.00554166946088	0.0467198921150364	0.0745013209522933	-4.97296213138159
MBD3	-0.283315196962172	-0.56249043516042	-0.00413995876392342	5.81485847519015	-2.00535417132831	0.0467401543542721	0.0745265717765902	-5.65516949374421
SNRPB2	-0.300371420152998	-0.59637806919269	-0.00436477111330585	5.94396752597397	-2.00518871542655	0.0467580407736674	0.0745480299624117	-5.66669234890596
RCE1	-0.271480044256873	-0.539032952219952	-0.00392713629379399	4.31408474415786	-2.00505525908606	0.0467724721561187	0.0745639761155362	-5.48875734636782
NARFL	0.264004523215977	0.00375297918325995	0.524256067248694	4.95512137943666	2.00454663053109	0.0468275077290265	0.0746417824132197	-5.5679017153502
LRRC29	0.334992700519037	0.00475810156048478	0.665227299477589	1.05876855149081	2.00452225185913	0.0468301469771291	0.0746417824132197	-4.93358627206643
XRCC1	0.201437806123759	0.00279955025788262	0.400076061989636	5.46743868317307	2.00390071424803	0.0468974776855462	0.0747420225223253	-5.62844293381013
ZFP30	0.273354980860813	0.00376043903218559	0.542949522689441	4.01470223461598	2.0036137658898	0.0469285903370579	0.0747845272312501	-5.43818041466402
