logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
ZNF676	2.10994246605839	1.27388611642705	2.94599881568972	-1.71828668823665	4.98639021595369	1.67322733925565e-06	6.66953251283218e-06	4.7340942312047
EXT2	-0.494580646943459	-0.690596042574414	-0.298565251312504	6.63052516711194	-4.98537846129311	1.68075783972841e-06	6.6979632377245e-06	3.86301324003449
DNAJB14	0.677360291229995	0.40889333869849	0.9458272437615	4.11582714483918	4.9851714447231	1.68230271528798e-06	6.7025329246018e-06	4.08422852083276
LSM7	-0.776399984019299	-1.08417691405739	-0.46862305398121	4.40984211353964	-4.98425958339472	1.6891239658335e-06	6.72811730167425e-06	4.0376903724406
RNASEH2A	-0.698422630871648	-0.975297789328351	-0.421547472414945	4.88874145922596	-4.98408579287112	1.69042706188936e-06	6.73171486462826e-06	3.9736119308133
MMRN1	2.11932528306414	1.27887119877745	2.95977936735083	1.44137444470685	4.98235680054495	1.70344444897394e-06	6.78194900888796e-06	4.46474522670629
ARPC1B	-0.775586801201432	-1.08316478690668	-0.468008815496187	7.01099309927172	-4.98225967819237	1.70417855114335e-06	6.78326733303285e-06	3.8448638337865
CHST1	1.40356351397819	0.846779572481782	1.96034745547459	3.09498251094931	4.98077091410218	1.7154699209481e-06	6.82659696910622e-06	4.24611894214498
C10orf72	1.07381885220896	0.647715364731071	1.49992233968686	4.01002057725618	4.97928670807248	1.72679898524966e-06	6.87005609045319e-06	4.07858972950001
DENND4B	-0.443536549075328	-0.619564762433243	-0.267508335717414	5.49514626053679	-4.97849792348923	1.73284935789075e-06	6.89249840297142e-06	3.88617911920704
LOC100129534	1.0601484071612	0.639114159338341	1.48118265498406	0.885937577705516	4.97508425007457	1.75927198625534e-06	6.99594267532157e-06	4.5001241660158
GPR37	-1.52073428265272	-2.12473991868245	-0.916728646622977	1.52041539985485	-4.97466160417517	1.76257044152963e-06	7.00740393062547e-06	4.41244768803359
TMEM128	0.456733332168434	0.275217685565468	0.6382489787714	4.80528027959461	4.97164188843222	1.78631246071855e-06	7.10011750915594e-06	3.92926045135855
XPO1	-0.376473088457908	-0.526118578253024	-0.226827598662793	7.81643516524807	-4.97074521344762	1.79342198312e-06	7.12669316380053e-06	3.79925851703409
TOR2A	0.634886926078109	0.382482245484234	0.887291606671984	4.02520042720748	4.96992892518429	1.79991801032971e-06	7.15081894450789e-06	4.03854830577686
KCTD9	-0.648049921748817	-0.905758912182369	-0.390340931315265	4.95711654353854	-4.96855487931669	1.81090427793041e-06	7.19276821859427e-06	3.89471282678484
ZNF286B	-0.86787001494482	-1.21302424242615	-0.522715787463487	0.938022528057863	-4.96812695063719	1.81433907708861e-06	7.20471094235257e-06	4.46606794818721
TMCO3	0.787138558088913	0.474070708461081	1.10020640771674	6.26748667475907	4.96779784648229	1.81698495423964e-06	7.21351597516884e-06	3.8045851337699
SFRS3	-0.341782396394281	-0.477733496230126	-0.205831296558437	8.1015517546144	-4.96727453242022	1.82119992053872e-06	7.2285447447367e-06	3.78767142707891
PRKCA	-1.2027024492912	-1.68133323819395	-0.724071660388458	2.69047619727716	-4.96488006165262	1.84060721664892e-06	7.3029557912312e-06	4.22177285960214
H2AFJ	1.22578001670124	0.737962707703856	1.71359732569862	6.68484673700657	4.96485453971812	1.84081515013331e-06	7.3029557912312e-06	3.78425365463655
HIST1H2AC	1.11116643936243	0.668923619013346	1.55340925971152	6.41098590567619	4.96443150533437	1.84426503741069e-06	7.31491832580916e-06	3.78792347887501
PLSCR3	-0.595014411267383	-0.831841294694456	-0.35818752784031	4.88929784414171	-4.9641818554534	1.84630389975434e-06	7.32127998694105e-06	3.88525312429173
CLN6	-0.486621388097211	-0.680317237400064	-0.292925538794358	5.59007195484032	-4.96388917855704	1.84869694405747e-06	7.32904278363622e-06	3.81803731182368
GNA15	-1.0973284231959	-1.53412007825465	-0.660536768137145	3.35235411831291	-4.96379107883804	1.8494997201766e-06	7.33049889091893e-06	4.11677076004852
SPSB1	-0.828663956541586	-1.15856890752056	-0.498759005562608	5.08881456935085	-4.9629604495449	1.85631055209668e-06	7.35576165806106e-06	3.85733804198621
ASB14	0.810478713569131	0.487807597017511	1.13314983012075	-0.997372718040572	4.96286794441301	1.85707056203494e-06	7.35704136755332e-06	4.59495020585331
STK40	-0.529562761339883	-0.740439944325664	-0.318685578354102	5.84733005955463	-4.96179760194595	1.86588634201991e-06	7.39022701064026e-06	3.79071373792652
TNFSF13	0.844026708304453	0.507877961919728	1.18017545468918	5.29113698056148	4.96107613371214	1.87185154745673e-06	7.41210940916e-06	3.83851662801896
DSCR9	-1.24724320283346	-1.74407239825972	-0.750414007407196	-3.48595714216431	-4.96015485673435	1.87949570740519e-06	7.44062823206762e-06	4.70452524829237
ADAM15	-0.801623396571267	-1.12106644057228	-0.482180352570254	7.7356235864876	-4.95824687467141	1.89542335141884e-06	7.50191894531705e-06	3.74400420326833
ZNF487	0.686886665012715	0.413152391641753	0.960620938383677	0.74543440663076	4.95800666226102	1.897437879145e-06	7.50812689695528e-06	4.44395030488103
DNMT1	-0.531386491810196	-0.743193825257522	-0.319579158362869	6.61511525835997	-4.95702050819695	1.90572999710356e-06	7.53916640217254e-06	3.74298231111911
KIAA0586	0.481267123468483	0.289381748078173	0.673152498858794	4.31440739455845	4.95559170226619	1.91780657817565e-06	7.58515933515758e-06	3.92664182060136
LOC100129034	0.820559350019589	0.493369194581972	1.14774950545721	6.33164350245006	4.95519749701303	1.92115153536343e-06	7.59660413313898e-06	3.74754085317721
MPHOSPH6	-0.705605407592106	-0.986963038729839	-0.424247776454372	4.08553091855696	-4.95512254914882	1.92178813196514e-06	7.59733668984715e-06	3.95868986012289
KCNE1L	-1.83471191980189	-2.5663297249123	-1.10309411469148	-3.17305873242377	-4.95489909355711	1.92368734729261e-06	7.6030591962847e-06	4.66850792404112
ARHGAP11B	-1.14710128805158	-1.60453124287656	-0.689671333226605	0.161256578908482	-4.95482550685152	1.92431318101806e-06	7.60374736527628e-06	4.47501132095045
C18orf21	-0.621517813293268	-0.869485767059347	-0.373549859527189	3.7579284058064	-4.95232594155026	1.94568897414554e-06	7.6864075338634e-06	3.99832924907255
IDS	0.572535949252477	0.344104989506612	0.800966908998342	7.33651265163134	4.95220933832606	1.94669174579116e-06	7.6885645605121e-06	3.71753312456105
AHSA1	-0.502570670031631	-0.70309829322614	-0.302043046837121	6.66650282803609	-4.95192583423305	1.94913193393765e-06	7.69639639783544e-06	3.71869523314211
CACNB4	1.54957287264967	0.931125186598507	2.16802055870084	0.730873414925687	4.95062731986189	1.96034653683689e-06	7.73886333362463e-06	4.40467085838193
COQ2	-0.553717211564124	-0.774750538228606	-0.332683884899642	3.45080036512012	-4.94972945070515	1.96813755404238e-06	7.76626536733379e-06	4.04045028787591
ZSWIM6	0.666216780917495	0.400275325515115	0.932158236319874	4.31157457514946	4.94972105555979	1.96821054221149e-06	7.76626536733379e-06	3.90298403207274
RHBDL3	1.69504194766404	1.01837405181546	2.37170984351262	-0.0762167852277509	4.94944014278757	1.97065433842421e-06	7.77408588673419e-06	4.46913935666453
HEATR6	0.631769297728018	0.379531226039476	0.88400736941656	4.83510014735217	4.94879059269969	1.97631636755311e-06	7.79459545806502e-06	3.8310528048346
ATP5G2	0.564048727683867	0.338815147127547	0.789282308240188	8.06057421262542	4.94805685548744	1.98273122699446e-06	7.81806388943492e-06	3.704328352737
ZFPM2	1.13903944987764	0.684191584019378	1.5938873157359	2.32520248839448	4.9479329143891	1.98381680179078e-06	7.82051246476445e-06	4.20990349237812
PRRG1	-0.98741015722378	-1.38180808035436	-0.593012234093198	2.9962052594408	-4.94668401433737	1.99478789162964e-06	7.86192099737809e-06	4.09059760605773
GEMIN8	0.542971301768252	0.326049485005021	0.759893118531483	4.52167149825551	4.9456666567268	2.00376845583427e-06	7.89546685792562e-06	3.85751358365884
SLC19A1	-0.736471930227454	-1.03070374366886	-0.442240116786048	4.1761465760224	-4.94558611705543	2.00448108015829e-06	7.89642640353486e-06	3.90562874196558
SEC13	-0.454898390011336	-0.636639698500774	-0.273157081521898	6.87334826703038	-4.94551982824847	2.00506779563906e-06	7.89688961253915e-06	3.68825392787709
SDSL	0.806272224225718	0.483969836751249	1.12857461170019	3.73827210748431	4.94275830379801	2.02965835315488e-06	7.99186878565055e-06	3.97362594203994
DOCK3	-1.77185017136357	-2.48018290402596	-1.06351743870119	0.295033372099172	-4.94243403611624	2.03256498294161e-06	8.00144208556038e-06	4.40840799503535
PCGF2	0.734455853734523	0.4408343436375	1.02807736383155	5.70566384255371	4.94229912505155	2.03377547085143e-06	8.00248238841064e-06	3.72283970720937
ZNF827	0.972044546082122	0.583439546143805	1.36064954602044	3.63495207430842	4.94229861434222	2.0337800545132e-06	8.00248238841064e-06	3.98184596783703
GZMB	-2.10769993760804	-2.95041618998341	-1.26498368523266	0.425769369884601	-4.94172542478336	2.03893080416348e-06	8.02087455631781e-06	4.39120465102459
FLJ23867	-1.05972482736171	-1.48344763781841	-0.636002016905016	5.61099372873973	-4.94154168388038	2.0405845985449e-06	8.02550480077251e-06	3.72529880819695
DMRTC1B	2.20207437625648	1.32147989750706	3.08266885500589	-1.92352288659547	4.9409131889665	2.04625132831504e-06	8.04591184525274e-06	4.55431174752986
CD83	-0.857923231992993	-1.20103945335932	-0.514807010626663	4.11894705247684	-4.94035748972445	2.05127442008324e-06	8.06377914835617e-06	3.88848188128914
RTKN2	-1.00653324716677	-1.40916889923452	-0.603897595099008	3.20735930209932	-4.93931922676205	2.06069158569679e-06	8.09890764931918e-06	4.03345926080439
CCL14	2.06995262980637	1.2417290305789	2.89817622903383	2.50131600998651	4.93814688710847	2.07137525546619e-06	8.13899618937029e-06	4.14246214772654
RFWD2	-0.452333907029625	-0.63339848170264	-0.271269332356611	6.02388507699621	-4.93601934566907	2.09090118064032e-06	8.21380153412334e-06	3.67118355256421
CD97	-0.922304764703146	-1.29151167980211	-0.55309784960418	4.93020170877183	-4.93578034076095	2.0931058174071e-06	8.22054368278434e-06	3.75805028780122
RGS9BP	-1.68628674530142	-2.36136640207472	-1.01120708852812	-2.04592133608518	-4.9354596268599	2.09606770000466e-06	8.23025602849977e-06	4.53644341528501
CIT	-0.845642373464672	-1.18422552735334	-0.507059219576001	4.41406120539932	-4.93483445794507	2.10185300051403e-06	8.25104747146752e-06	3.82586107517598
ADRM1	-0.646497280877095	-0.905370857285753	-0.387623704468437	6.36712333201582	-4.93435256585713	2.1063229878595e-06	8.26666702136606e-06	3.65172861627889
C6orf123	-1.60066852280331	-2.24163030293519	-0.95970674267144	-2.74259169760678	-4.93424226563869	2.10734741875419e-06	8.26875969694387e-06	4.56582523058596
ZNF678	0.935190958872657	0.560695049681193	1.30968686806412	2.20822504581585	4.93405992439522	2.10904200208805e-06	8.27348031254909e-06	4.16860816422752
PTP4A3	-0.827540750911786	-1.15893494107971	-0.496146560743862	4.63933493661767	-4.93396082567502	2.10996352761112e-06	8.27516683603869e-06	3.79090286419712
GRP	2.41787974850157	1.4495726479735	3.38618684902964	0.976519697524634	4.93370046925501	2.11238646041951e-06	8.28273964319628e-06	4.31428652282897
ECE1	0.753561821506031	0.451595617361567	1.05552802565049	8.02709838027059	4.93073594788862	2.14016594713797e-06	8.38970968518246e-06	3.63166507732285
FBXO16	1.36634619673535	0.81880836104285	1.91388403242784	1.59526815890396	4.93057779487059	2.14165785682374e-06	8.3936034234957e-06	4.24094852804084
HECTD1	0.490248190432182	0.293787129145997	0.686709251718367	7.39351512476805	4.9304971457492	2.14241903493975e-06	8.39463212642944e-06	3.62465156419535
VLDLR	-1.0394577035592	-1.45604829645047	-0.62286711066793	3.68492349988281	-4.93001864290942	2.14694061395725e-06	8.41039128572083e-06	3.91476193049044
NRG2	-2.08216722806278	-2.91666410352701	-1.24767035259855	-2.12060203741195	-4.92994517915662	2.14763562360963e-06	8.4111564570081e-06	4.51277522316233
CA5BP	-0.600841858584012	-0.841655492565354	-0.360028224602669	3.56576486459617	-4.92981143228658	2.14890150679555e-06	8.41415656289591e-06	3.93578519777781
DPY19L2P4	2.82098745162365	1.68953082578506	3.95244407746224	-1.71478418719474	4.92622725293856	2.18309577008629e-06	8.54605839485175e-06	4.48482439118539
TMEM39A	-0.374690222439596	-0.525024890729527	-0.224355554149665	5.07088498815521	-4.92452577442951	2.19951259360681e-06	8.6083225966481e-06	3.69377442165593
ABHD14B	0.598336511498934	0.358227942071325	0.838445080926542	6.15470673159366	4.92367119691001	2.20780314533246e-06	8.63876112165998e-06	3.61739670924932
LRRC40	-0.503212108527547	-0.70520089082067	-0.301223326234425	4.06695802016972	-4.92237878087173	2.22039892267283e-06	8.68602720551982e-06	3.81684904371279
FLJ11235	1.02148436192254	0.611435760087828	1.43153296375726	-0.342969926534987	4.92206772579947	2.22344082814347e-06	8.6959060083966e-06	4.38149859332975
SFTPA2	2.60495893718412	1.55904418675821	3.65087368761002	-1.46598145254113	4.92102750139454	2.23364289516256e-06	8.73377720192136e-06	4.4533445781233
SHANK1	1.52136964869298	0.9104077617528	2.13233153563316	-1.78727095059276	4.92007617904244	2.24301278226259e-06	8.76837765067957e-06	4.45924205128046
PRR11	-1.42050174718837	-1.99099312594542	-0.85001036843133	2.03754114341662	-4.91975963203716	2.24613900136634e-06	8.77855997446011e-06	4.11887900750392
TMEM177	-0.527230242718853	-0.738975467531177	-0.315485017906529	3.38816047000488	-4.91969169211624	2.24681052677899e-06	8.77914614607029e-06	3.92574486857099
CAMTA2	0.59794876474081	0.357748459485807	0.838149069995813	5.66291081362019	4.91860125501354	2.25761519992779e-06	8.81931693209201e-06	3.62349033955104
RPS27L	0.650233103865776	0.389011973614872	0.911454234116679	5.71670513687423	4.91826550735155	2.26095211293226e-06	8.83030322899972e-06	3.618863726903
ARHGAP12	0.677540760872601	0.405343276579614	0.949738245165588	5.44593719878587	4.91815847510703	2.26201688500252e-06	8.8324124855596e-06	3.63819669161638
KIAA0087	1.63314291141444	0.976917027798063	2.28936879503082	-3.77233193541669	4.9172470909439	2.27110318560465e-06	8.86583486161482e-06	4.5350984806142
GNG4	-2.41483610677045	-3.38547235758738	-1.44419985595352	0.840914607355085	-4.91566583375363	2.28695201777284e-06	8.92563489802232e-06	4.22935505254286
BTBD9	0.462556273619377	0.276594691801571	0.648517855437183	4.83726962795481	4.91464940513445	2.29719618382454e-06	8.96353809974929e-06	3.68285833615171
POLD1	-0.665047539192559	-0.932468966990667	-0.397626111394451	4.44117890401015	-4.91368923074016	2.30691424930829e-06	8.99937139249282e-06	3.7317062486336
ZNF665	1.10627363926251	0.661424740794338	1.55112253773068	0.963566197529721	4.91361633248413	2.30765368923904e-06	9.00017019253031e-06	4.23511180384827
ERCC6L	-1.04355401944977	-1.46323244263933	-0.623875596260208	2.72242226689903	-4.91303085780792	2.3136007643449e-06	9.02127441885977e-06	4.00592280825866
SLAIN1	-1.91192477358012	-2.68088721090338	-1.14296233625686	0.382987530725289	-4.91266186618294	2.31735650180817e-06	9.03382630730361e-06	4.25548429560311
SPOCK1	1.35823524877389	0.811884355544213	1.90458614200356	5.04321621864468	4.91195679109046	2.32454947281555e-06	9.05976876033901e-06	3.65946070772642
ARHGEF12	0.63800191840413	0.381359885986419	0.89464395082184	7.72544094906825	4.91185340665944	2.32560598897521e-06	9.06178833620826e-06	3.54748900354748
DHRS11	-0.793593805721614	-1.11293344926775	-0.474254162175478	3.22626989691202	-4.9101711624816	2.34286291155516e-06	9.12691770196898e-06	3.91179255179046
CP110	0.656591984856027	0.39237679800956	0.920807171702494	5.34991885165527	4.91008486289995	2.34375153651466e-06	9.12826691674023e-06	3.61297215295954
FAM98C	0.579742029218934	0.346388082469004	0.813095975968864	3.50126491648944	4.90874909191522	2.35754769080541e-06	9.17987515135959e-06	3.86670488735675
SFRS12IP1	0.457373779826497	0.273256067674542	0.641491491978453	4.83141554152484	4.90825245393231	2.36269713749936e-06	9.19779854660655e-06	3.65585139376423
PLAC1	1.66691601910389	0.995836098360443	2.33799593984734	-0.382107654010219	4.90784314080032	2.36694934316694e-06	9.21222157075818e-06	4.32948244075838
C20orf3	0.569862062449172	0.340420174227489	0.799303950670854	7.74430789482496	4.90736358228871	2.37194074263088e-06	9.22951422115249e-06	3.52757148450643
TMTC3	0.625211724025874	0.373478440237176	0.876945007814572	5.4747814035545	4.90724420082307	2.3731848890504e-06	9.23222122426287e-06	3.58994323403042
IDUA	0.836299919947342	0.499440657954377	1.17315918194031	3.3216240579736	4.90529082085769	2.39363234739381e-06	9.30961490380777e-06	3.88271658688899
LEF1	1.25888614602192	0.751727464538145	1.76604482750569	4.45552546132042	4.90448926515725	2.4020721543061e-06	9.34028195274535e-06	3.70159742377051
TMEM27	-1.23667634020153	-1.73493526894782	-0.73841741145524	-0.123388577747098	-4.90401918254263	2.40703520188402e-06	9.35741883448353e-06	4.28218416006661
ATP8B3	1.31404584591865	0.784565509734404	1.8435261821029	0.739444628726484	4.90356436068259	2.41184659167109e-06	9.37395836471932e-06	4.217325556789
SRFBP1	0.538795983252027	0.321690202474721	0.755901764029332	3.70742429234675	4.90347719926208	2.41276970372604e-06	9.3753814457111e-06	3.80237450206669
NDUFA2	0.680289639450186	0.406087771044274	0.954491507856099	5.60664058707267	4.90201510715195	2.42830564062607e-06	9.43357231679173e-06	3.55933291094653
CCDC129	-2.37158239025272	-3.32753539203406	-1.41562938847138	-3.719832138308	-4.90176937185644	2.43092628378858e-06	9.44157409668046e-06	4.45922303990173
C2orf73	1.73789507833114	1.03732632615429	2.43846383050799	-3.06083354479755	4.9014433686306	2.43440717612507e-06	9.45291257109879e-06	4.44602777026103
IFT122	0.611098960421367	0.364743868959869	0.857454051882865	5.73484155665556	4.90118618595122	2.43715664799818e-06	9.46140633204642e-06	3.5457467069324
FOXD2	1.24421469271448	0.742522259482075	1.74590712594689	0.957133757462104	4.9001454682342	2.44831345847867e-06	9.50252719542806e-06	4.18808544107802
IFI35	0.894887568590219	0.534031507331259	1.25574362984918	5.10509793230489	4.89988253492249	2.45114000942613e-06	9.51130469771095e-06	3.59985083028528
BBS12	0.646990987911017	0.386057825213003	0.907924150609031	2.75719745655275	4.8991433958831	2.45910276189813e-06	9.54000386979287e-06	3.9449041840328
ANKRD12	0.652571042529438	0.389310820570354	0.915831264488522	5.88749896851708	4.89771774756439	2.47453218017069e-06	9.59764981309059e-06	3.52174503089234
ACBD7	-1.35477994214068	-1.90135150602107	-0.808208378260284	1.33635082018259	-4.89748284249515	2.47708348609316e-06	9.60533202520297e-06	4.11901618352662
CALN1	1.99787768587895	1.19180069902795	2.80395467272995	-3.31646616602113	4.89715186528247	2.480682560663e-06	9.6170726724183e-06	4.43532365293611
IFT27	0.762176273947422	0.454646671436383	1.06970587645846	4.37431586572825	4.89688265031947	2.48361376557313e-06	9.6262193221028e-06	3.6787748415954
ZSCAN1	2.38828744333258	1.42459466251925	3.3519802241459	-1.88776838600296	4.89665140944033	2.48613419021469e-06	9.63376998708193e-06	4.37282752987405
LSM4	-0.635910107531024	-0.892525349264336	-0.379294865797712	6.48302044799908	-4.89626007642252	2.49040519930486e-06	9.6480991300112e-06	3.48641054059943
IL1RAP	-0.925409824498338	-1.29895940251401	-0.551860246482669	3.11653629226033	-4.89482369690585	2.50614290121095e-06	9.70683466545878e-06	3.85418325308302
VAMP3	0.351429990189688	0.20957026342431	0.493289716955066	6.62799052995494	4.89475433362958	2.50690531566732e-06	9.70755398634183e-06	3.47781336341615
ZNF792	0.526867116260238	0.314137844927145	0.739596387593331	3.13983273200226	4.89356137027584	2.52005315239344e-06	9.75622233538151e-06	3.85630489451534
C19orf12	-0.49561883918807	-0.695739985158575	-0.295497693217564	4.6087894491897	-4.89334710612267	2.52242166192846e-06	9.76314643256883e-06	3.61583349843206
PRDM6	1.08336597107332	0.64588668947719	1.52084525266945	0.538531629455992	4.89292882170461	2.52705166347857e-06	9.77881854053671e-06	4.19368734562427
WARS	-0.796119126372251	-1.11762288700855	-0.47461536573595	7.16383634045174	-4.89263929171911	2.53026130250479e-06	9.78898839463644e-06	3.46195634633593
ACSS3	1.4513319162161	0.865136350205983	2.03752748222622	3.25422083462813	4.89187571932921	2.53874499332307e-06	9.81955295786012e-06	3.8310316016546
ZNRF2	0.619293227269504	0.369117875308764	0.869468579230243	5.19770470333669	4.89106021152721	2.54783616406311e-06	9.85245259583605e-06	3.54456979918246
C12orf5	-0.60640637624796	-0.851383794247091	-0.361428958248828	3.97421686223973	-4.89090136413451	2.54961064180721e-06	9.85705005363819e-06	3.70014485383559
LY6K	-2.25521742347483	-3.16643439625431	-1.34400045069535	0.97047687140208	-4.89010085047823	2.5585713942879e-06	9.88942187831186e-06	4.11715589186285
MLLT11	-0.979762406953055	-1.37566162932988	-0.583863184576225	3.16643564015528	-4.88975749719859	2.56242415453511e-06	9.90203989744937e-06	3.82703812871456
YWHAZ	-0.680274305803227	-0.955167411780126	-0.405381199826328	10.1845530625384	-4.88957844092001	2.56443557193303e-06	9.90753821031644e-06	3.49918495861669
FAM81A	-1.25487892632449	-1.76200964696982	-0.74774820567916	0.913885041493203	-4.88914710477544	2.5692872455263e-06	9.92400463605878e-06	4.13090198540777
EXTL3	-0.634005109371157	-0.890292615539934	-0.377717603202379	5.42952710777813	-4.88783481975639	2.58410261730278e-06	9.97893997638398e-06	3.50592215646707
WDR48	0.40039409483105	0.238527899419209	0.562260290242891	5.83492847788695	4.8874542256758	2.58841489869467e-06	9.9932999976439e-06	3.47797422362817
RNF150	-1.46703966252646	-2.06017676558788	-0.873902559465041	1.02920280468478	-4.88695074638768	2.59413023674319e-06	1.00130690839482e-05	4.10242161126266
MDH2	-0.446679094603346	-0.627299262511479	-0.266058926695213	7.60555240437313	-4.8863051332167	2.60147693597748e-06	1.00391245445458e-05	3.43607847999839
TMEM132A	-1.04115733311702	-1.46225458763455	-0.620060078599486	6.10255033289565	-4.88523152066219	2.61373869353825e-06	1.00841309714255e-05	3.45587564279263
LOC220429	0.86846045191399	0.517159778999277	1.2197611248287	-2.85855191694511	4.88452416807448	2.62184797967688e-06	1.01130996887949e-05	4.3659271561472
ABI3BP	1.75878656548442	1.04731719738165	2.47025593358718	3.68812628689382	4.88436523305464	2.62367340729547e-06	1.01178223287525e-05	3.73617662927533
CRYZL1	0.373434444325693	0.222344582244662	0.524524306406723	3.94639622598957	4.88348937035462	2.63375513639796e-06	1.01543747620217e-05	3.67938404668337
DIAPH2	-0.919390239226074	-1.29147098199522	-0.547309496456927	3.17446379954747	-4.88218119353825	2.64888302995526e-06	1.02103613563629e-05	3.7966479513931
RPL41	0.544374474617559	0.324053341214792	0.764695608020326	9.66535165020552	4.88194401073458	2.65163484115233e-06	1.02186284984243e-05	3.45345259421405
SPIN4	-0.701696819765337	-0.98569357338647	-0.417700066144203	3.28402643111981	-4.88188259479139	2.65234784465602e-06	1.02190366832444e-05	3.77758568483978
OLFML3	0.961585615580535	0.572394037726349	1.35077719343472	5.73376288122392	4.8817521111811	2.65386330059394e-06	1.02225356839583e-05	3.46709109393357
VPS41	0.504891462664323	0.300497032637474	0.709285892691171	5.88788875232557	4.88067814023392	2.66636847946692e-06	1.02683552081598e-05	3.44710945792977
WDFY3	0.668992652364047	0.398148638798357	0.939836665929738	6.1251826452804	4.88037625246268	2.66989389265436e-06	1.02795800308899e-05	3.43636327606913
PCDHB13	1.19663069954169	0.712084006382319	1.68117739270106	1.12970291927508	4.87950429536704	2.68010190276078e-06	1.03165230572084e-05	4.07772586450609
SGPP2	-1.90695900855385	-2.67921225652059	-1.13470576058711	-0.0207583513998753	-4.87902240373618	2.68575963179237e-06	1.0335937787371e-05	4.15854172208916
C6orf70	0.534340614091198	0.317948156455876	0.750733071726519	4.20889172164864	4.87896007310401	2.68649227990568e-06	1.03363941823205e-05	3.61908092502533
PLEKHG4B	-1.78913920526479	-2.51370374448547	-1.0645746660441	3.15397979545153	-4.87885886620555	2.68768230092374e-06	1.03386097283934e-05	3.7816375118693
CEP170	-0.587973141134607	-0.826102630344735	-0.349843651924479	5.66776829100001	-4.87860330397975	2.69068955246514e-06	1.03456613986355e-05	3.45071280536115
LOC100134259	-0.975522463394276	-1.3706100494054	-0.580434877383151	-1.02691017029669	-4.87859861967397	2.69074470404718e-06	1.03456613986355e-05	4.23878231351071
LOC100130987	0.980953435626957	0.583626990131378	1.37827988112254	-1.00326163696052	4.87811594648224	2.69643342709319e-06	1.03651664485635e-05	4.23982662375061
KIAA1257	1.58380909934472	0.942163530783294	2.22545466790615	0.836048163875557	4.87706824511459	2.70882163801931e-06	1.04104097335112e-05	4.0985390696481
TMEM213	-2.60624331795945	-3.66222755617525	-1.55025907974365	-2.69004920159624	-4.8765055311919	2.71549802069516e-06	1.0433685958083e-05	4.31373756661152
RBM27	0.468926902664829	0.27892162779005	0.658932177539608	5.71843800020784	4.87630306629501	2.71790408736252e-06	1.04377956169681e-05	3.43866407169676
PTGR1	0.976159622317531	0.580624923432532	1.37169432120253	5.06246301405112	4.87626668310298	2.71833667946668e-06	1.04377956169681e-05	3.50075959124218
TEP1	0.602427233852126	0.358326531721357	0.846527935982894	5.31129185669816	4.87625901598549	2.71842784915275e-06	1.04377956169681e-05	3.47199973109473
LOC402377	1.00082176322421	0.59521045779664	1.40643306865178	-0.915212427085959	4.87526118647954	2.7303183624779e-06	1.04797202150583e-05	4.22213000056641
SPINK8	2.85090838596359	1.69549176057601	4.00632501135118	-2.85757872629052	4.87523828424829	2.73059186498223e-06	1.04797202150583e-05	4.32750100298417
GNG3	1.37596961528425	0.818295380993027	1.93364384957547	-1.85288799762318	4.87505435516432	2.73278934181582e-06	1.0485763161793e-05	4.27980981237775
FOXD1	-2.35830163215706	-3.31422259195656	-1.40238067235755	-0.945801442243382	-4.87448306156472	2.73962575742989e-06	1.050764177587e-05	4.21253997610604
LOC387647	-0.504086712146536	-0.708415110143772	-0.299758314149299	4.36093680422169	-4.87447354465886	2.73973978223093e-06	1.050764177587e-05	3.57116049706797
KLKP1	2.07673904460263	1.23462165556449	2.91885643364077	-3.1508909170517	4.87259697261096	2.76231363114921e-06	1.05918053196207e-05	4.32962143905632
GPR84	-1.18368409883176	-1.66368048672762	-0.703687710935897	0.646216669210498	-4.87246852659773	2.76386532056326e-06	1.05953415944071e-05	4.09315714481231
ZNF280B	-1.81276943470085	-2.54790751641184	-1.07763135298987	-0.790248075459662	-4.87219708259805	2.76714727353609e-06	1.06055077539693e-05	4.18793735904474
SASS6	-0.543144990050597	-0.763420227722245	-0.32286975237895	3.33307625976645	-4.87193289371719	2.77034513346599e-06	1.06153470593292e-05	3.7262385209858
POC1B	0.589277219638597	0.350265618264216	0.828288821012978	4.44692736659522	4.871378431841	2.77706823712724e-06	1.0638686762759e-05	3.55191670015797
PCNA	-0.615691110360524	-0.865419073702892	-0.365963147018156	6.96730997211838	-4.87132276397565	2.77774410821115e-06	1.06388547380019e-05	3.37297126084927
ARL5B	-0.789898808309876	-1.11030377037109	-0.469493846248657	3.75154343260654	-4.87105937660413	2.78094409190365e-06	1.06486878751169e-05	3.6474767074459
ANKRD36BP1	-1.31704807443176	-1.85139514944818	-0.782700999415344	2.29492582497603	-4.87000480248875	2.79379230010759e-06	1.06954527604528e-05	3.86945078161471
ESRP1	-0.633011250076911	-0.889890420559942	-0.376132079593879	7.38272695543509	-4.86893230704838	2.80691784187896e-06	1.074325785183e-05	3.36171574427849
LRRC34	-0.843285379294933	-1.18552333124461	-0.50104742734526	0.84809265375665	-4.86852719870455	2.8118912198435e-06	1.07579681057136e-05	4.04965785453834
TAF1	0.486045084125159	0.288788627012059	0.68330154123826	5.94679990713292	4.86851513713892	2.8120394264326e-06	1.07579681057136e-05	3.39303968796864
