	TCGA-A7-A13F-01	TCGA-A2-A0YE-01	TCGA-BH-A0B0-01	TCGA-C8-A131-01	TCGA-A2-A0D3-01	TCGA-AN-A0XN-01	TCGA-E2-A573-01	TCGA-E2-A15P-01	TCGA-A2-A25F-01	TCGA-AO-A12F-01	TCGA-E2-A1IK-01	TCGA-E9-A1NC-01	TCGA-EW-A1P4-01	TCGA-AR-A24N-01	TCGA-BH-A18I-01	TCGA-AR-A24L-01	TCGA-BH-A18G-01	TCGA-AO-A0JG-01	TCGA-BH-A0BD-01	TCGA-E2-A15I-01	TCGA-BH-A5IZ-01	TCGA-D8-A1JS-01	TCGA-AO-A03P-01
RASGRF1	28	247	44	159	37	104	554	30	291	109	33	262	178	15	87	63	6	76	52	66	170	5	100
RASGRF2	146	224	894	250	144	1362	210	405	1018	584	109	216	414	1135	1649	1202	131	331	306	331	94	61	218
RASGRP1	12325	345	229	83	193	107	940	1347	5371	4695	147	417	445	189	1014	7893	818	970	359	472	681	274	798
RASGRP2	27	32	149	83	103	59	325	68	814	55	59	210	118	47	287	46	16	455	90	235	35	70	23
RASGRP3	702	3410	665	454	352	831	1615	758	3010	1473	344	867	398	716	1129	1761	757	1344	790	556	348	199	901
RASGRP4	77	33	108	34	29	145	44	83	290	56	62	51	75	45	136	81	41	76	111	63	33	46	37
RASIP1	350	361	854	979	169	324	404	681	859	1614	808	484	213	133	558	478	104	943	543	266	323	541	385
RASL10A	12	124	10	37	15	21	31	15	21	8	16	14	15	10	34	15	5	35	13	10	3	61	7
RASL10B	644	1783	70	260	649	153	185	83	318	339	86	87	226	49	125	184	34	131	145	174	12934	148	74
RASL11A	260	48	118	1858	838	315	273	326	290	105	84	206	59	541	241	377	123	160	418	67	51	472	345
RASL11B	343	186	557	210	220	173	53	553	368	127	102	410	122	228	504	1606	15	238	146	1283	58	222	109
RASL12	403	139	336	226	164	472	227	739	916	428	163	2071	92	239	918	766	101	974	331	326	116	230	361
RASSF10	406	1025	46	32	18	5	459	390	13	17	1140	267	605	2	433	56	0	272	27	119	776	400	75
RASSF1	1770	1701	1743	864	1953	810	1783	2429	2349	1408	1142	1742	805	3888	2034	987	584	1068	1854	1640	1376	3048	1772
RASSF2	706	1408	2252	632	1232	1780	2122	1073	15979	1658	446	1318	1263	1733	4295	2411	335	2518	1629	2171	934	397	929
RASSF3	525	443	947	112	746	606	200	1032	2535	1033	358	377	1130	1117	1600	860	304	975	608	1319	391	414	1222
RASSF4	703	2237	1052	1318	774	1172	3258	489	10777	805	520	3694	3479	514	2058	1000	935	1329	1753	1057	9723	449	607
RASSF5	328	1594	2432	1189	716	717	1309	876	9456	342	1174	1305	1653	774	2178	1007	276	3347	1247	1510	807	2031	1059
RASSF6	121	100	61	106	1795	26	82	752	69	66	145	34	190	63	259	681	131	800	196	1344	220	36	63
RASSF7	736	2624	1821	1479	1201	210	4314	2413	424	958	1261	2431	1603	1064	1587	317	2035	1062	587	1642	2525	3098	788
RASSF8	2795	1487	789	764	1327	1796	363	2144	1996	2229	358	611	3275	1381	5096	3560	361	1788	3244	1072	1712	51	919
RASSF9	30	23	67	7	26	42	106	204	381	84	28	58	552	46	97	153	8	128	69	57	73	244	27
RAVER1	5087	6868	3783	4548	4657	2987	3925	3981	3694	5537	2591	3029	6124	3091	3580	4563	2585	4609	3736	2912	7959	4652	3980
RAVER2	2187	1120	410	98	227	523	1066	936	1511	1136	898	1268	1727	2919	1141	2868	1007	2599	1761	379	1787	505	1139
RAX2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0
RAX	0	0	0	1	0	1	6	0	18	0	0	5	1	0	0	0	0	0	0	0	8	1	0
RB1CC1	4937	4144	1849	2578	6091	3061	2756	8597	12779	6509	2008	2148	4112	6707	9373	9958	1614	4355	5132	5455	2484	1928	5112
RB1	2410	802	1838	3609	3937	2606	774	3582	6587	3265	2087	1564	968	2369	6239	4141	1570	3453	5190	4594	581	2745	3682
RBAK	1122	3073	1311	868	1895	1187	1210	2859	2479	1398	651	799	1849	2140	2685	3642	982	2354	1765	3066	2467	901	2125
RBBP4	17109	15722	11316	8353	17302	5901	13253	20999	16130	8827	9867	7631	14867	20168	19844	12505	7242	15078	14752	14756	13382	18997	17796
RBBP5	1941	2818	1913	851	4319	1877	1309	2531	2829	2017	883	534	2027	3624	2437	3640	876	3499	4261	2173	1580	1679	2444
RBBP6	2474	7382	2982	3030	8244	2607	2903	7215	5938	4876	1626	2887	4857	6808	7477	9491	1894	6200	4663	8489	4537	2915	5267
RBBP7	11626	11452	6922	4730	7562	4477	16787	12193	8309	7440	4965	11078	6670	12120	15459	15892	3153	9328	8024	8131	11004	13447	11425
RBBP8	10071	1736	1611	1698	3588	3410	1492	4779	2646	1956	17146	1151	5061	39728	4841	12772	1200	2815	8398	2992	3649	8053	6249
RBBP9	2874	1283	1360	1369	3749	1523	778	3948	2774	1238	755	466	1339	2555	2429	1817	882	3521	2291	1568	1950	1873	2829
RBCK1	2312	2897	6916	3796	5290	1728	3807	5952	3962	3038	3905	5313	3198	4587	5196	3366	3265	4464	3888	4076	3276	4554	6484
RBKS	625	62	526	93	764	147	234	590	241	146	339	183	228	1107	384	390	58	314	453	486	113	1098	225
RBL1	1192	1286	207	337	278	614	613	633	1681	719	80	450	1572	1301	613	1453	99	485	820	322	529	66	387
RBL2	6218	4740	2898	2400	4989	3416	2417	8962	11888	3483	3524	2280	4039	7275	6875	6964	1412	10334	5568	6469	1615	2514	9781
RBM10	3180	5984	3140	2477	4565	1844	3737	4322	3555	6370	2457	2937	3085	2889	3968	3055	2257	4230	4212	3758	5314	5530	4552
RBM11	243	36	48	0	84	103	13	630	93	3	433	29	85	28	349	1231	39	348	58	136	69	0	97
RBM12B	1023	1568	1027	1255	2250	1091	857	2894	2921	1630	572	655	1154	3446	3022	2142	347	1604	1450	2040	744	557	1913
RBM12	5196	6512	4185	2668	7867	5403	3899	7807	9860	5336	2988	2590	5160	8349	10296	9341	2044	7432	7752	6578	3399	3702	7067
RBM14	2178	3435	2247	2103	2812	1795	3204	3542	4306	3286	2195	1922	3284	2930	4238	3062	1446	3049	3568	2997	4124	2955	3421
RBM15B	4883	5617	5917	5122	8369	3224	3491	6863	5893	6578	2998	2925	6130	4874	8000	5013	2154	3775	6738	7379	5558	7810	8111
RBM15	326	744	341	362	700	405	388	728	1359	319	185	248	771	805	661	662	265	619	498	493	422	272	443
RBM16	2373	6919	2277	2478	6079	3626	2451	4917	6590	5196	1907	1672	4462	6359	4992	7130	1262	4798	3180	5730	2658	2812	5022
RBM17	2744	5110	2906	4973	3653	3066	9327	4217	5682	8176	2006	4565	4776	5254	4667	5683	1986	3533	4402	3271	4344	4056	4933
RBM18	1800	1162	1903	876	5730	1409	1146	3319	2928	1525	1831	872	1290	4440	4006	5080	1133	4000	2181	2844	1065	2264	3020
RBM19	1352	1137	783	1247	1991	1054	1183	2500	2753	1547	835	1055	1350	1601	2405	1481	614	1683	1502	1859	886	1782	1588
RBM20	88	12	31	40	265	9	7	40	65	24	15	86	3	112	48	38	308	51	122	38	28	35	40
RBM22	2703	2324	2810	1128	3863	2050	2218	4610	4398	1540	1731	1667	2897	3621	4038	2920	1404	4967	3193	3306	2041	4020	3901
RBM23	1711	3546	3906	2624	4288	1741	2899	5191	5486	3163	2762	3560	3137	4176	6121	5832	1505	4723	4406	5645	2948	5573	9053
RBM24	342	27	252	22	20	40	101	158	65	29	85	26	12	59	468	10013	1	536	79	326	11	61	2866
RBM25	3359	7235	4245	4600	6845	2502	5462	6601	8276	9127	2099	2912	4291	7835	8509	6050	2238	7583	6377	10621	5038	4628	5831
RBM26	1543	2455	1750	1659	3445	1405	1802	2777	4268	2098	1319	1318	2497	2663	4126	3135	816	3585	3185	5818	2414	2160	2922
RBM27	2821	3194	2032	832	3689	1941	1373	4352	5932	2080	1230	867	2096	4744	4874	4233	806	4220	2909	3602	1201	1668	3357
RBM28	1090	1623	787	714	1206	758	1657	1938	3729	2725	489	1519	1847	1280	1958	1648	608	982	1029	1485	1730	1058	1542
RBM33	1460	3315	2257	1526	3189	1419	1777	4036	4077	4017	870	968	2223	2930	3270	3191	949	3151	2606	4018	1833	1398	2530
RBM34	2545	2814	2093	2253	4614	1876	4197	1914	2676	4925	1366	2435	2803	4076	1918	3611	4204	3443	4848	1476	3381	3557	2656
RBM38	2476	4014	1180	2278	1146	1247	8236	832	3359	5308	959	3263	1837	1106	1238	1011	849	1909	2357	689	3575	630	697
RBM39	9017	11822	8837	7438	13811	7180	9593	18673	14582	13899	6302	5374	8489	14519	19370	19526	5059	19268	9946	19341	5753	12266	11048
RBM3	13599	11109	15774	9314	28820	14085	9364	11280	23676	37249	7044	10145	3949	18118	18874	17056	7601	12368	20665	9985	5959	17940	23170
RBM41	417	971	281	218	608	279	220	1006	659	511	164	196	278	794	761	906	178	538	416	680	226	271	632
RBM42	2682	5810	2795	3675	2506	1928	4086	3259	4063	5474	2127	4316	3900	1955	2915	2324	1649	2856	2905	1979	4339	4194	2186
RBM43	552	592	795	252	1012	833	337	2376	1265	421	561	370	281	2279	1107	2022	223	1599	1288	1420	133	509	832
RBM44	3	8	9	17	11	15	9	19	22	16	2	20	1	11	26	20	0	16	7	43	5	9	16
RBM45	457	665	438	360	620	497	347	712	794	561	344	437	472	785	750	769	260	519	546	692	285	764	699
RBM46	2	0	0	0	1	0	0	1	4	4	0	0	24	3	0	0	4	2	1	0	2	0	0
RBM47	8051	4887	3854	3584	21315	5091	1898	18297	6315	2766	4664	1338	8283	22122	12373	14124	2548	9863	7089	9214	4279	6029	12920
RBM4B	587	1528	799	1035	908	683	717	1000	889	1111	735	670	491	1071	1038	1052	896	922	1013	1024	421	1387	956
RBM4	4221	10077	5678	6082	7072	4682	5044	9511	7373	6951	4941	6568	5573	6351	7509	6931	3353	7088	7519	6426	4293	11649	6652
RBM5	2479	4598	4540	3391	7011	3119	3170	9700	6042	5158	2105	2875	2158	5369	9320	4411	1350	6442	5920	12073	1979	6838	5383
RBM6	2156	4262	2283	2340	3467	1586	2832	5624	4124	6720	1140	2222	1971	3556	4245	2521	632	3702	3247	5520	1580	3188	3798
RBM7	547	1854	976	764	1610	1156	1217	1323	3314	847	814	861	2288	1782	1578	1499	440	822	1170	1507	994	1262	820
RBM8A	5717	8276	6611	6300	11122	3372	9510	3841	10573	14413	2829	7261	8325	8829	6908	9030	5266	9404	12428	5508	7694	8966	9339
RBM9	2859	8107	5194	3433	5158	5196	3372	6999	6244	4711	2213	4512	6618	6288	7899	8666	2750	5050	5736	7292	3612	4281	2512
RBMS1	1142	8913	3495	3595	967	4434	3040	2553	11697	7632	1186	3656	4799	1838	5187	7260	1786	4467	1999	2059	2236	1695	998
RBMS2	1702	3131	3396	1478	2649	2874	1409	3696	4218	2128	603	4168	4625	3659	3566	3742	1449	2406	3376	2017	2250	902	3342
RBMS3	71	30	115	33	38	254	16	185	485	101	13	20	101	234	288	311	9	226	100	159	23	5	43
RBMX2	1014	1708	1167	1367	1053	740	656	1377	1575	3274	719	857	707	759	1266	2196	1434	1588	1088	1031	1074	1869	1653
RBMXL1	1547	1400	1310	831	2153	1559	1334	2176	3759	1880	931	955	1466	1595	3016	2783	559	1939	1878	1952	600	1708	2221
RBMXL2	0	0	0	0	1	1	3	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
RBMXL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMX	7397	14435	8036	6885	12700	6312	8168	11924	13921	13128	4858	7643	12729	10389	13538	13223	7164	15308	11439	13420	9975	9804	18486
RBMY1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1A3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2EP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2FP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY3AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP1	6324	9933	456	7306	149	250	5531	445	339	25734	2440	13761	10106	204	1067	10886	183	8087	4402	397	16418	217	1020
RBP2	0	0	0	1	2	0	0	2	0	3	0	0	0	0	1	8	0	1	6	1	1	4	4
RBP3	2	1	0	0	0	0	2	0	0	1	0	1	1	2	0	72	0	0	1	0	2	0	3
RBP4	19	180	3375	22	32	21	70	206	812	622	7	300	52	39	261	189	4	149	891	15	46	17	1
RBP5	62	55	135	188	554	19	174	519	1015	46	122	152	46	2730	191	14	4	381	548	214	22	1896	87
RBP7	406	89	751	48	99	106	215	401	2713	942	678	2859	76	116	305	1044	103	449	340	165	1163	904	215
RBPJL	0	0	2	0	0	0	0	0	0	0	0	5	1	1	0	0	0	4	0	0	0	0	0
RBPJ	1038	1857	1456	2917	1885	1877	685	1910	5799	2079	993	811	2480	2059	3192	3160	985	3108	2005	1826	833	756	2389
RBPMS2	254	394	231	342	46	101	314	149	315	381	34	161	456	58	221	188	65	168	194	40	276	80	145
RBPMS	4116	2175	4408	2858	4762	1645	1413	4445	2234	6194	425	3218	1059	2840	7360	2457	4322	1615	1661	3310	2145	4947	2184
RBX1	2531	2174	1796	4278	2992	1401	3303	1866	2914	3990	2138	6450	2560	3033	2373	2372	2610	1415	3233	1416	2132	4630	2265
RC3H1	1297	1872	1449	1363	4798	1863	2304	4198	4388	2927	1279	1434	1902	4322	3244	5206	1428	2331	3145	3744	1572	1892	2387
RC3H2	722	1683	666	283	985	1321	274	3060	3606	918	453	276	1708	1820	2419	5328	218	1532	1188	1497	400	276	851
RCAN1	2286	27400	1621	4254	2535	4688	8469	1692	3971	9565	1314	4444	4036	2125	2953	1595	1117	3137	4363	1692	12353	320	750
RCAN2	473	1169	1036	576	281	347	368	825	1701	661	259	397	415	928	1490	1772	734	1379	614	477	171	265	661
RCAN3	53	801	378	128	408	263	326	514	1157	225	251	333	609	1245	697	355	295	686	653	550	688	474	161
RCBTB1	1468	1376	896	1484	1820	1017	1471	2095	2234	1003	1164	1141	1751	2120	3842	4290	901	2090	2943	3580	995	2540	3031
RCBTB2	391	554	736	731	524	694	369	815	1792	511	461	595	967	706	1471	1289	334	1227	817	933	626	171	394
RCC1	2030	3427	1560	2697	3275	815	5622	2385	4422	1715	1308	3506	5005	2995	3384	1131	2525	1103	3322	938	7737	2488	3525
RCC2	8889	28219	12248	12962	15380	7911	16577	14012	16973	30764	5722	7796	29201	11439	19086	10316	14629	7346	14556	10810	24060	10906	16935
RCCD1	624	1656	261	770	437	134	472	490	381	566	290	1052	898	584	670	444	577	347	707	257	1364	341	909
RCE1	1062	2261	635	647	754	970	816	1118	1857	2353	1214	920	813	941	1182	1176	508	650	881	862	1102	1475	930
RCHY1	568	747	739	741	1929	916	619	1933	1910	913	803	651	1528	1958	2096	1827	858	3077	1506	2420	597	1851	1359
RCL1	638	495	1557	674	1329	690	572	1333	1591	1849	489	857	667	711	1502	1324	418	1090	846	1009	1647	1481	1835
RCN1	7800	26408	6729	7762	6177	6652	6683	8602	16135	9399	5611	11081	10508	7854	12361	14878	8646	3465	12393	3927	10339	7787	1643
RCN2	4571	7793	2383	2460	2815	2316	2555	4303	4269	4923	3037	5117	4585	3547	3809	8125	1991	4726	3893	2710	6696	3277	10949
RCN3	930	5191	5338	5096	595	3182	1411	1697	5589	2342	233	6862	1730	1181	3355	1877	2153	1299	2018	708	1742	308	1607
RCOR1	1596	5755	3003	2303	3432	1907	2219	5563	4284	3606	1839	1011	3557	4360	6613	2885	909	4892	3583	8783	2162	1925	3636
RCOR2	41	6072	106	1940	470	38	650	342	223	1738	167	427	43	145	42	76	140	31	234	81	430	446	58
RCOR3	5475	2390	3134	1600	6052	2715	2725	4589	2201	3323	1469	1338	1076	6310	6797	9377	2029	6721	6414	3952	1689	3756	3883
RCSD1	454	239	934	369	762	485	834	597	6195	2086	513	1045	697	497	1509	795	4509	1761	811	939	2926	409	548
RCVRN	1	2	2	5	5	13	0	17	3	0	2	0	3	6	16	1	1	5	13	6	4	0	2
RD3	4	0	5	0	2	0	0	16	1	3	5	1	1	2	13	11	0	5	8	12	0	12	1
RDBP	3457	5127	1997	3118	3280	1832	4775	3304	3777	5725	2118	5597	4653	2939	4046	2037	2393	4480	3925	2338	3222	6699	4984
RDH10	1192	1543	581	2207	6019	3057	11194	1035	5575	1580	768	4046	534	13090	1079	1744	1237	998	1812	1873	21587	787	837
RDH11	3401	2817	4733	6488	3937	3069	2198	4611	5825	9257	5446	3112	4819	5615	7581	6066	3508	5940	4510	4302	2047	7670	7522
RDH12	2	3	8	8	13	5	2	6	15	10	6	8	3	11	6	8	0	9	6	9	7	4	1
RDH13	591	231	469	647	632	310	377	788	308	788	322	632	1227	558	648	749	314	561	488	467	792	793	1249
RDH14	1147	1075	722	703	1550	544	1440	1591	1513	1780	1195	666	678	2612	1915	2930	670	1823	1280	1310	1067	1691	1524
RDH16	342	14	130	70	33	27	19	26	17	6	6	20	21	51	133	90	2	27	1101	86	8	217	114
RDH5	14	47	617	19	42	54	76	91	576	109	52	65	25	103	89	73	34	47	147	34	74	30	53
RDH8	0	0	2	2	0	0	1	1	0	4	0	3	1	0	17	0	0	0	0	0	0	0	3
RDM1	117	0	20	5	6	28	59	60	32	80	14	11	40	79	42	57	1	5	48	3	21	36	21
RDX	3048	4348	3977	2889	4951	6778	3504	4404	10953	4187	2276	2231	3526	11384	4113	5125	1834	2741	3746	1617	4329	1591	2149
REC8	20	82	182	38	62	34	329	110	284	30	4090	281	86	118	199	64	41	137	84	185	15	79	2026
RECK	432	934	973	287	443	1597	213	908	1999	1172	100	995	343	1445	2385	1711	191	1240	696	825	218	71	437
RECQL4	1369	2616	555	2499	521	269	2217	579	796	2926	529	1859	1616	1394	1970	550	343	262	1458	523	2085	695	980
RECQL5	1459	1653	666	662	1548	528	958	2252	1077	1202	834	1052	1501	1238	1151	2262	1036	2136	1211	1783	2354	1808	1771
RECQL	2808	5061	2239	1511	2392	2445	2234	2624	8355	3309	1025	1754	4434	3495	4681	5977	547	2612	3298	2395	3654	1167	2467
REEP1	1893	97	4164	44	1833	100	203	945	163	68	705	32	105	566	661	1258	31	1816	301	3613	57	1342	602
REEP2	447	1348	79	60	23	154	437	247	99	713	540	114	113	85	148	239	16	51	381	45	269	62	20
REEP3	2020	1470	1922	1263	2591	1985	1447	1942	2959	1755	895	1806	2572	4724	3337	3355	1578	1922	2243	2258	911	2898	6575
REEP4	2936	2884	1227	1091	1142	486	2333	1247	1939	3001	908	1285	1193	1931	747	1568	818	553	2957	622	1834	1059	475
REEP5	27016	6385	13422	7351	22101	8779	3777	27038	12025	6793	15257	7176	4812	36021	16135	19887	11219	27074	15513	12185	5573	20757	22217
REEP6	2625	182	8192	6090	9154	966	305	5543	125	755	1670	47	46	5114	3269	455	747	11305	2539	4024	99	21329	1919
REG1A	0	0	0	0	0	0	0	0	0	0	0	3	60	0	0	0	0	0	0	0	5819	0	0
REG1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0
REG1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REG3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REG3G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REG4	0	0	11	19	1	0	1	14	15	0	1	0	2	0	3	1	0	0	17	5	0	18	0
RELA	4116	7247	6156	3963	6458	6137	3702	8255	7464	6114	3428	7153	3698	5592	7741	6796	4150	4788	4279	5132	3481	6875	5839
RELB	763	1404	1246	1294	1093	1001	1725	660	3876	794	639	2070	2877	793	2674	654	577	1015	1974	1047	3305	1084	561
RELL1	2114	650	826	1754	864	913	1243	3113	2369	7195	2807	767	964	1155	3437	7136	1447	4850	1488	6270	1041	2281	2732
RELL2	107	110	92	133	55	40	89	54	99	106	291	262	128	39	212	128	51	141	114	113	92	134	37
RELN	34	14	47	8	51	22	17	87	289	97	15	48	66	21	72	29	0	286	55	147	0	26	1
RELT	414	1405	505	372	131	419	875	239	1452	488	178	782	858	301	1320	470	214	307	363	238	1197	202	168
REL	420	733	181	78	662	242	101	1286	1365	230	67	78	477	717	821	821	31	655	651	1463	154	33	165
REM1	28	101	61	21	20	53	62	20	113	67	17	58	16	14	36	72	11	163	55	20	26	42	45
REM2	14	73	105	20	233	19	25	112	18	91	59	31	19	68	106	115	4	53	85	389	14	148	47
RENBP	142	98	277	194	128	212	291	399	1199	118	124	1724	239	175	408	143	79	420	990	192	277	57	167
REN	23	8	6	23	0	0	4	0	1	8	0	1	1	0	1	4	16	0	34	2	3	137	0
REP15	18	5	52	38	11	46	25	60	38	30	26	37	68	29	73	81	17	39	21	37	27	31	40
REPIN1	3906	4369	7000	4266	8478	2158	5340	8473	5784	7143	5203	2678	5448	6450	8515	5663	3132	7518	5708	8815	10738	8166	8854
REPS1	1091	4026	1610	1573	2596	1503	2818	2329	3642	3622	1258	2029	2470	3107	2273	3266	1471	2234	1972	3471	3142	2866	3481
REPS2	3976	664	4098	354	1817	417	679	6834	770	596	428	287	538	2314	25465	7506	229	5951	1220	16500	839	2817	4081
RER1	5342	6006	9401	4621	8960	3535	5153	11397	7480	2963	5739	4485	6468	10468	9240	7595	4039	5023	7482	7203	11063	12542	6543
RERE	3760	6933	7776	4734	11796	4452	3437	15313	7316	3606	5318	4393	5037	10573	13008	6354	3626	8636	9027	12821	6158	7883	7307
RERGL	22	1	26	1	4	1	10	154	163	1809	28	20	1	16	80	61	78	97	12	63	0	0	4
RERG	2430	3372	1658	467	5918	1230	89	6704	621	143	7329	1509	52	9973	4730	8119	874	4468	4079	5499	770	5106	4975
RESP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
REST	819	1141	565	332	1315	1067	239	3207	2873	691	335	142	1419	2389	2134	2852	174	3215	1724	2085	369	250	1312
RETNLB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RETN	0	1	0	38	0	0	1	0	1	19	0	1	2	0	1	0	0	0	6	0	127	0	0
RETSAT	6102	1821	13468	5829	6799	3642	1886	13455	6400	3371	6831	1930	2888	8552	6213	9261	2141	10135	5885	3678	3639	8507	3447
RET	4935	67	6209	312	3938	141	209	70	234	67	93	89	188	756	655	8785	39	1292	10002	520	25	35211	13374
REV1	1146	2200	1354	1151	1943	1048	1059	3326	2331	1779	742	1245	1355	2331	3407	2967	836	2794	1487	2856	728	1738	1651
REV3L	522	1998	1052	400	2093	1394	1069	2395	4944	1481	594	665	1937	3370	2783	3139	540	1916	1559	3724	1936	779	2534
REXO1L1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0
REXO1	1114	824	1564	1730	2079	898	1568	1273	1691	1296	990	1132	1162	1100	1634	1435	792	2016	1307	1252	2006	963	1678
REXO2	1272	1990	1901	3055	2181	1345	2521	1485	3247	1928	1506	2597	2408	2534	2065	1896	1757	1648	1849	1086	1801	2473	1370
REXO4	1024	795	1051	999	1622	661	1282	2323	2245	1411	969	1220	1601	1108	1825	1623	976	1355	1542	1268	1400	2206	2514
RFC1	3947	5491	2098	2126	4385	3141	1478	6784	6318	2769	2423	1452	7703	6718	6114	7291	1503	5640	4835	5092	2411	3937	4922
RFC2	3424	2984	1511	2670	1604	1000	3364	2002	1907	4747	911	2040	2548	2492	2172	1945	1289	1269	2871	1176	3123	2674	2590
RFC3	1333	1730	446	1528	923	416	1413	751	1756	2617	313	637	1769	1750	2474	1268	651	606	1314	907	1035	468	1819
RFC4	1510	2264	880	915	871	676	3128	1037	1107	2339	324	992	1996	1388	1158	980	420	605	1193	625	1748	962	1339
RFC5	1929	1418	615	600	1059	587	1405	1724	1576	1250	462	617	1065	1423	1695	1096	574	825	1567	926	819	906	1525
RFESD	77	35	82	38	127	62	17	54	96	70	27	70	62	219	120	104	66	82	96	107	79	138	42
RFFL	2179	2019	1414	1150	4240	1403	1360	3954	4869	1930	1420	798	1217	3088	2022	2768	530	3112	2186	3086	1038	2749	1526
RFK	2236	693	880	696	1660	1072	1027	1887	2399	1250	1620	739	2347	1931	2308	5033	576	2643	1513	1764	3037	1319	3266
RFNG	2361	1651	1099	866	1374	1004	1739	1820	1142	2378	1379	2889	1606	1531	1767	1791	3196	1510	1555	1744	3065	3479	1733
RFPL1S	26	4	88	4	24	23	5	58	75	17	229	18	5	48	132	134	1	53	64	126	6	0	10
RFPL1	0	0	19	1	3	7	0	9	3	0	9	2	3	0	23	14	0	1	4	0	3	5	2
RFPL2	5	0	3	3	14	3	3	9	8	6	0	7	9	5	6	5	2	9	4	4	3	11	4
RFPL3S	11	7	7	0	12	16	22	15	15	72	0	28	7	12	17	6	15	8	17	17	27	5	12
RFPL3	0	1	0	0	0	0	0	0	0	6	1	0	0	0	0	2	0	0	0	0	0	0	2
RFPL4A	0	0	0	2	0	0	0	6	5	0	0	0	0	0	0	0	0	0	1	4	0	0	1
RFPL4B	0	0	18	1	3	0	2	12	4	5	1	0	2	1	11	2	0	22	4	12	2	0	2
RFT1	2166	955	1514	1086	1745	1031	1144	2545	2164	1419	997	846	1694	2411	1929	1227	499	919	1702	1348	1185	1569	1949
RFTN1	827	1098	3657	1337	1056	2054	1667	1436	8501	1644	733	2020	1658	1135	2923	2338	984	3464	1763	1529	1016	803	3510
RFTN2	121	90	193	130	95	200	95	168	494	211	74	51	58	178	302	434	82	390	182	245	59	38	114
RFWD2	3273	4696	4036	2398	6701	1555	4884	3435	4048	4510	1418	1635	2065	5633	2677	5258	3513	3901	4946	2479	3824	3151	3264
RFWD3	3192	2232	1563	2528	1997	1441	2915	2404	5518	4679	1253	1213	3446	3780	2137	4106	1167	2791	3790	1234	3116	831	2578
RFX1	1044	1806	1077	1221	1438	672	958	1635	980	896	815	689	1058	977	1342	775	432	1550	992	1254	1284	1283	1102
RFX2	66	176	288	381	113	322	228	269	326	643	165	156	116	398	1303	1075	51	360	290	613	349	88	129
RFX3	78	154	258	71	454	189	49	407	385	355	87	46	118	593	342	339	25	247	355	426	155	34	289
RFX4	0	0	0	0	0	0	8	0	1	2	0	0	0	1	2	1	0	4	0	0	1365	0	0
RFX5	2327	2792	5749	2456	7116	1212	2482	3291	7112	3536	1730	2627	6166	7014	5813	5402	2439	3746	5098	3543	4133	3944	3563
RFX6	0	0	0	0	7	4	0	194	1	0	2	1	0	0	0	0	0	17	1	0	1	0	1
RFX7	1894	2099	1839	1066	2443	1157	532	4194	4090	1668	772	518	1915	2844	3286	4082	676	2688	2107	3310	1080	763	3213
RFX8	14	14	11	9	9	88	11	26	8	40	1	54	5	35	31	92	20	31	22	21	14	0	7
RFXANK	2719	3052	1806	1990	2164	1016	2913	2610	1618	3325	1671	2953	2964	1966	2116	1658	2002	1794	2600	1781	2944	4192	2452
RFXAP	118	359	119	127	244	207	359	277	348	303	163	153	235	273	463	257	153	201	252	414	239	181	345
RG9MTD1	1434	799	1221	1290	1834	1103	2523	3451	2729	3139	1086	1381	1983	1707	1749	2575	764	1552	1602	1542	1819	1763	2770
